id,comment,sentiment
302,শিক্ষকের অনুপ্রেরণায় আমি নতুন জিনিস শিখতে আগ্রহী হয়েছি এবং নিজের লক্ষ্য অর্জনের দিকে এগিয়ে যাচ্ছি।,positive
303,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
304,ফলাফলে আমি হতাশ।,negative
305,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
306,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
307,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
308,"প্রতিযোগিতার আয়োজন ভালোভাবে করা হয়নি, যার ফলে অংশগ্রহণকারীরা হতাশ এবং অসন্তুষ্ট ছিলেন।",negative
309,আজকের দিনটা খুব ভালো লাগছে।,positive
310,আমি নতুন একটি বই কিনেছি।,neutral
311,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
312,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
313,খুবই সুন্দর দৃশ্য।,positive
314,আমরা আগামী সপ্তাহে একটি নতুন প্রকল্প শুরু করব এবং এর জন্য আজ মিটিং অনুষ্ঠিত হয়েছে।,neutral
315,রাত ১০টায় ঘুমাতে যাব।,neutral
316,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
317,খাবারটি একদমই ভালো ছিল না।,negative
318,"আজকের অভিজ্ঞতাটি একেবারেই সুখকর ছিল না, সারাদিন প্রচণ্ড গরম এবং ট্রাফিক জ্যামের কারণে ভীষণ কষ্ট পেয়েছি।",negative
319,খুবই সুন্দর দৃশ্য।,positive
320,তোমার সাহায্যের জন্য ধন্যবাদ।,positive
321,ফলাফলে আমি হতাশ।,negative
322,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
323,ফলাফলে আমি হতাশ।,negative
324,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
325,তুমি সময়মতো কাজ করোনি।,negative
326,সেবাটি একেবারেই সন্তোষজনক ছিল না।,negative
327,এই সপ্তাহে অনেক কাজ আছে।,neutral
328,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
329,আমি নতুন একটি বই কিনেছি।,neutral
330,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
331,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
